,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Newcastle upon Tyne,39,PM2.5,30,1,10,20,143,27,5,21,0,0
1,Thessaloniki,72,PM2.5,23,2,24,35,218,38,0,0,7,0
2,Bologna,88,PM2.5,3,1,31,51,416,47,0,40,2,0
3,Barcelona-Puerto La Cruz,30,O3,37,0,6,26,343,11,4,16,1,0
4,Cherthala,90,PM2.5,5,6,24,37,979,10,18,41,0,0
5,Quzhou,120,PM2.5,30,3,46,141,630,20,0,0,0,0
6,Sorocaba,65,PM2.5,41,0,17,22,284,24,0,0,1,0
7,Nottingham,56,PM2.5,21,1,13,34,169,35,12,25,0,0
8,Xalapa,51,PM2.5,47,1,13,19,148,1,0,0,0,0
9,Frankfurt,55,PM2.5,14,0,10,21,355,35,29,53,1,0
10,Nakhon Ratchasima,70,PM2.5,30,1,17,36,530,11,0,0,0,0
11,Vereeniging,56,PM2.5,26,1,17,32,314,30,10,27,0,0
12,Seattle,44,PM2.5,15,0,12,35,465,36,12,36,0,0
13,Bozhou,112,PM2.5,33,1,44,97,88,10,0,0,0,0
14,Nellore,88,PM2.5,18,2,33,69,417,31,5,13,0,0
15,Hamilton,58,PM2.5,26,1,12,61,368,26,3,21,0,0
16,Cagayan de Oro City,42,PM2.5,10,0,9,12,170,4,0,0,0,0
17,Krakow,162,PM2.5,1,5,79,93,1375,34,0,178,5,0
18,Gorakhpur,161,PM2.5,3,6,78,167,760,11,2,28,0,0
19,Dasmarinas,43,PM2.5,34,0,7,12,149,2,0,0,0,0
20,Ar-Rayyan,53,PM2.5,27,1,13,49,140,7,0,0,0,0
21,Cuttack,153,PM2.5,2,7,63,90,703,26,0,0,0,0
22,Denver,54,PM2.5,15,0,14,42,353,27,0,3,0,0
23,Qingyuan,151,PM2.5,30,1,59,97,398,35,1,19,0,0
24,Banjarmasin,55,PM2.5,12,1,14,21,255,6,0,0,0,0
25,Kottayam,113,PM2.5,9,6,37,61,952,15,15,35,0,0
26,Belgaum,37,PM2.5,2,1,10,10,509,32,43,4,1,0
27,Sheffield,38,PM2.5,18,1,10,21,519,21,26,43,0,0
28,Gaza,105,PM10,18,0,33,140,654,11,1,11,1,0
29,Zaragoza,38,PM2.5,33,1,9,15,114,9,4,13,0,0
30,Zaporizhzhya,136,PM2.5,20,4,48,58,260,22,0,0,0,0
31,Malegaon,168,PM2.5,18,6,99,193,1656,32,36,59,2,0
32,Sao Jose dos Campos,77,PM2.5,52,0,29,29,2,31,0,0,0,0
33,Mangalore,155,PM2.5,4,3,60,75,664,35,19,53,1,0
34,Okayama,76,PM2.5,2,2,24,55,780,38,8,27,0,238
35,Ribeirao Preto,65,PM2.5,42,1,20,38,109,11,0,0,0,0
36,Xianyang Shaanxi,65,PM2.5,42,1,20,38,109,11,0,0,0,0
37,Bunia,18,O3,20,0,4,6,132,0,0,0,0,0
38,Lviv,104,PM2.5,8,4,39,49,279,42,0,32,0,0
39,Tongliao,97,PM2.5,3,4,26,96,1657,26,0,0,0,0
40,Sialkot,187,PM2.5,7,4,125,169,760,19,14,44,1,0
41,Buffalo City,67,PM2.5,25,0,20,50,136,28,0,0,0,0
42,Suining Sichuan,67,PM2.5,25,0,20,50,136,28,0,0,0,0
43,Oaxaca de Juarez,55,PM2.5,48,0,14,16,94,9,0,0,0,0
44,Washington,70,PM2.5,16,1,24,61,398,39,35,55,0,0
45,Sargodha,162,PM2.5,20,1,72,90,626,6,0,0,0,0
46,Bhavnagar,171,PM2.5,13,16,99,176,1041,25,10,35,7,0
47,Gold Coast,22,PM10,19,2,5,28,69,15,0,0,0,0
48,Florence,55,PM2.5,22,1,14,32,332,18,3,16,0,0
49,Jammu,56,PM2.5,23,1,15,37,343,29,16,40,0,0
50,Yulin Shaanxi,56,PM2.5,23,1,15,37,343,29,16,40,0,0
51,Nanded Waghala,151,PM2.5,10,10,64,118,293,8,11,19,2,0
52,Tirupati,44,PM2.5,12,1,9,14,653,9,4,13,0,0
53,Bacoor,32,PM2.5,34,0,7,12,151,2,0,0,0,0
54,The Hague,70,PM2.5,9,0,23,41,239,41,8,0,1,0
55,Seville,70,PM2.5,19,2,22,33,489,37,13,31,0,0
56,Dongtai,159,PM2.5,27,2,74,129,911,19,0,0,0,0
57,Bali,26,PM2.5,14,0,6,10,114,1,0,0,0,0
58,Boston,60,PM2.5,23,0,18,60,322,21,14,34,0,0
59,Yuxi,80,PM2.5,3,3,24,44,974,16,0,0,0,0
60,Bristol,35,PM2.5,28,0,9,38,258,11,5,18,0,0
61,Cheonan,69,PM2.5,8,3,21,26,860,18,3,11,1,0
62,Jundiai,66,PM2.5,48,0,19,54,207,22,0,0,0,0
63,Gulbarga,119,PM2.5,10,6,35,135,646,46,7,51,1,0
64,Padova,68,PM2.5,2,0,21,24,411,26,0,37,2,0
65,Durgapur,173,PM2.5,10,13,95,199,993,14,47,85,13,0
66,Kurnool,80,PM2.5,10,3,23,62,467,11,3,24,0,0
67,El Paso,41,PM10,28,0,6,48,0,12,1,1,0,0
68,Nantes,64,PM2.5,33,0,22,30,144,26,7,2,0,0
69,Zagreb,153,PM2.5,1,6,63,75,786,46,0,0,4,0
70,Nashville,62,PM2.5,15,0,14,33,115,21,0,0,0,0
71,Genoa,84,PM2.5,8,1,29,36,569,43,2,69,3,0
72,Ezhou,65,PM2.5,18,1,18,42,342,25,3,12,0,0
73,Santiago,77,PM2.5,39,2,24,96,480,39,0,0,0,0
74,Mar Del Plata,53,PM2.5,19,0,12,22,59,6,0,0,0,0
75,Lodz,123,PM2.5,2,6,50,79,1050,44,0,81,4,0
76,Oklahoma City,57,PM2.5,29,0,17,72,742,34,33,53,0,0
77,Las Vegas,40,PM10,34,0,8,49,108,17,1,0,0,0
78,General Santos City,24,PM2.5,18,0,6,9,150,1,0,0,0,0
79,Detroit,77,PM2.5,20,5,22,75,351,28,0,0,0,0
80,Manama,159,PM2.5,61,31,73,149,206,36,0,0,0,0
81,Portland,55,PM2.5,20,1,14,33,78,16,1,5,0,0
82,Macao,53,PM2.5,39,2,12,37,438,16,0,0,0,0
83,Zhoushan,51,PM2.5,16,0,12,26,116,16,0,0,0,0
84,Jhansi,176,PM2.5,4,8,130,203,1406,27,23,38,0,0
85,Memphis,59,PM2.5,16,0,14,18,103,19,0,0,0,0
86,Doha,163,PM2.5,21,37,82,143,244,64,0,0,0,0
87,Chiclayo,32,PM2.5,30,1,9,14,74,1,0,0,0,0
88,Wuhai,77,PM2.5,37,3,24,34,349,4,0,0,0,0
89,Be'er Sheva,95,PM2.5,34,1,34,139,450,4,1,4,0,0
90,Durango,30,O3,38,0,1,2,70,0,0,0,0,0
91,Bokaro Steel City,177,PM2.5,11,10,100,201,910,28,19,72,10,0
92,Wroclaw,141,PM2.5,2,5,51,68,767,42,1,89,3,0
93,Venezia,72,PM2.5,6,0,21,28,243,32,0,28,2,0
94,Jambi,64,PM2.5,25,1,21,30,335,2,0,0,0,0
95,Duesseldorf,59,PM2.5,15,1,17,35,828,38,15,11,1,0
96,Belfast,65,PM2.5,24,1,22,27,87,31,6,18,0,0
97,Stuttgart,38,NO2,15,0,7,29,349,41,20,13,0,0
98,Riga,84,PM2.5,17,1,26,50,184,30,0,0,0,0
