,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,123,PM2.5,2,2,47,63,281,25,0,27,1,0
1,Madurai,95,PM2.5,14,0,30,45,283,10,4,12,0,0
2,Palembang,80,PM2.5,23,1,25,41,250,23,0,0,0,0
3,Santa Cruz,69,PM2.5,20,0,20,60,321,24,3,11,0,0
4,Gaziantep,161,PM2.5,19,36,80,106,1716,41,0,0,0,0
5,Sharjah,135,PM2.5,16,8,58,82,337,54,0,0,0,0
6,Phoenix,73,PM2.5,33,1,18,54,233,33,6,0,0,0
7,Lyon,57,PM2.5,10,0,13,25,96,17,7,1,0,0
8,Meerut,233,PM2.5,4,4,188,357,709,45,14,44,1,0
9,Jiangmen,95,PM2.5,7,4,37,69,526,47,0,0,0,0
10,Can Tho,74,PM2.5,20,2,23,23,342,3,0,0,0,0
11,Raipur,102,PM2.5,10,34,63,91,536,17,0,0,0,0
12,Glasgow,60,PM2.5,14,4,20,28,293,27,89,179,0,0
13,Stockholm,64,PM2.5,24,0,19,19,324,15,0,0,0,0
14,Auckland,51,PM2.5,16,0,12,38,48,17,0,0,0,0
15,Jamshedpur,124,PM2.5,16,15,49,69,441,14,8,27,0,0
16,Yinchuan,85,PM2.5,16,5,32,52,957,22,0,0,0,0
17,Jilin,115,PM2.5,36,4,46,70,621,9,0,0,0,0
18,Srinagar,108,PM2.5,33,1,35,59,396,7,6,18,1,0
19,Batam,47,PM2.5,41,4,10,17,228,10,0,0,0,0
20,Ulaanbaatar,175,PM2.5,17,36,107,107,269,22,0,0,0,0
21,Marseille,63,PM2.5,18,0,19,34,201,27,10,27,4,0
22,Makassar,29,PM2.5,23,1,8,13,238,3,0,0,0,0
23,Aurangabad,152,PM2.5,4,4,62,90,1550,10,2,7,5,0
24,Philadelphia,70,PM2.5,37,1,24,34,164,20,0,4,0,0
25,Qiqihaer,68,PM2.5,30,7,18,29,274,3,0,0,0,0
26,Xining,17,O3,17,0,3,4,155,2,0,0,0,0
27,San Antonio,46,PM2.5,24,0,11,43,0,15,0,2,0,0
28,Calgary,45,PM2.5,29,0,10,48,220,15,2,6,0,0
29,Daejon,27,O3,29,0,6,11,136,6,4,3,0,0
30,Monrovia,130,PM2.5,20,0,52,86,713,38,10,32,0,0
31,Tiruppur,84,PM2.5,7,2,26,37,451,11,9,28,0,0
32,Munich,17,PM2.5,14,1,5,7,214,4,6,0,0,0
33,Ciudad Juarez,143,O3,93,6,13,20,183,6,0,0,0,0
34,Kananga,51,PM2.5,39,1,12,38,121,16,0,0,0,0
35,Gwangju,81,PM2.5,21,3,29,33,626,13,0,0,0,0
36,Suqian,124,PM2.5,2,4,45,108,692,41,0,0,0,0
37,Yekaterinburg,51,PM2.5,19,2,10,25,141,21,0,0,0,0
38,Abu Dhabi,87,PM2.5,54,1,28,58,134,24,0,0,0,0
39,Jodhpur,181,PM2.5,8,1,109,264,1118,55,78,110,7,0
40,Edmonton,56,PM2.5,15,0,15,56,297,21,8,11,1,0
41,Ranchi,132,PM2.5,22,11,41,79,396,13,2,8,2,0
42,Kathmandu,135,PM2.5,3,4,54,91,887,11,7,24,7,0
43,Jabalpur,189,PM2.5,4,2,135,333,1467,46,5,51,0,0
