,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,91,PM2.5,16,1,29,43,236,43,0,61,0,0
1,Madurai,95,PM2.5,33,3,34,65,271,27,0,0,0,0
2,Quanzhou,66,PM2.5,44,3,21,40,611,11,1,12,0,0
3,Palembang,111,PM2.5,13,1,39,68,451,35,0,0,0,0
4,Santa Cruz,27,O3,38,0,1,5,168,1,0,1,0,0
5,Gaziantep,160,PM2.5,10,21,68,112,1020,57,0,0,0,0
6,Sharjah,102,PM2.5,28,8,33,66,257,66,0,0,0,0
7,Phoenix,67,PM2.5,9,0,16,38,248,24,0,0,0,0
8,Lyon,103,PM2.5,3,0,36,49,432,45,46,10,0,0
9,Meerut,172,PM2.5,10,2,69,212,535,51,6,34,0,0
10,Jiangmen,103,PM2.5,38,4,41,90,1026,41,0,0,0,0
11,Can Tho,84,PM2.5,22,4,26,37,703,26,0,0,0,0
12,Raipur,180,PM2.5,11,39,131,187,2222,52,0,0,0,0
13,Glasgow,51,PM2.5,31,1,13,25,149,13,0,0,0,0
14,Stockholm,76,PM2.5,5,0,27,27,438,34,0,0,0,0
15,Auckland,39,PM2.5,17,0,9,22,49,8,0,0,0,0
16,Jamshedpur,189,PM2.5,20,15,144,144,2726,17,6,48,1,0
17,Yinchuan,73,PM10,2,2,15,104,1667,50,0,0,0,0
18,Jilin,52,PM2.5,29,4,12,27,515,8,0,0,0,0
19,Srinagar,147,PM2.5,37,5,48,87,799,26,8,86,5,0
20,Batam,72,PM2.5,32,2,16,41,212,17,0,0,0,0
21,Ulaanbaatar,72,PM2.5,32,2,16,41,212,17,0,0,0,0
22,Marseille,75,PM2.5,22,5,22,34,195,31,0,0,0,0
23,Makassar,78,PM2.5,21,1,20,33,411,18,0,0,0,0
24,Aurangabad,151,PM2.5,40,6,63,87,611,8,1,4,5,0
25,Philadelphia,57,PM2.5,4,1,13,39,360,45,42,77,0,0
26,Qiqihaer,82,PM2.5,3,9,35,79,893,29,0,0,0,0
27,Xining,15,PM2.5,9,0,5,8,142,5,0,0,0,0
28,San Antonio,57,PM2.5,6,0,14,43,156,23,2,15,0,0
29,Calgary,42,NO2,4,0,10,10,645,45,61,94,0,0
30,Daejon,29,O3,34,0,5,18,119,10,3,6,0,0
31,Monrovia,59,PM2.5,13,0,15,24,339,21,6,19,0,0
32,Tiruppur,74,PM2.5,2,4,29,29,783,7,7,4,0,0
33,Munich,20,PM2.5,9,1,5,10,378,20,58,0,1,0
34,Ciudad Juarez,44,PM2.5,36,4,10,17,180,16,0,0,0,0
35,Kananga,52,PM2.5,29,1,11,36,108,21,0,0,0,0
36,Gwangju,44,PM2.5,15,3,10,23,588,34,0,0,0,0
37,Suqian,119,PM2.5,2,4,44,77,683,38,0,0,0,0
38,Yekaterinburg,119,PM2.5,2,4,44,77,683,38,0,0,0,0
39,Abu Dhabi,107,PM2.5,59,4,39,69,192,40,0,0,0,0
40,Jodhpur,130,PM2.5,47,5,48,145,1554,26,12,26,3,0
41,Edmonton,65,PM2.5,0,0,20,20,693,37,54,91,1,2
42,Ranchi,175,PM2.5,16,13,103,118,2413,44,11,65,1,0
43,Kathmandu,94,PM2.5,20,2,31,112,790,39,30,77,1,0
44,Jabalpur,134,PM2.5,21,5,41,96,2218,35,3,39,0,0
45,Asansol,175,PM2.5,53,2,110,127,874,13,9,36,5,0
46,Kota,162,PM2.5,15,4,75,162,838,39,8,38,1,0
47,San Diego,66,PM2.5,16,3,16,41,535,30,0,0,0,0
48,Kharkiv,79,PM2.5,22,3,27,34,177,33,0,0,0,0
49,San Jose,29,O3,33,1,1,4,158,1,0,1,0,0
50,Allahabad,175,PM2.5,2,7,78,157,1633,60,8,53,73,0
51,Gwalior,121,PM2.5,22,5,23,56,764,4,2,4,2,0
52,Ottawa,36,PM2.5,23,1,10,31,165,14,0,0,0,0
53,Zurich,64,PM2.5,7,1,21,28,297,20,13,28,0,0
54,Belgrade,76,PM2.5,17,9,26,26,543,24,0,0,0,0
55,Amritsar,176,PM2.5,7,5,50,124,699,21,6,17,1,0
56,Joao Pessoa,51,PM2.5,28,1,14,24,97,1,0,0,0,0
57,Queretaro,68,PM2.5,5,18,24,47,1142,7,0,0,0,0
58,Taian Shandong,88,PM2.5,29,2,32,52,382,39,4,18,0,0
59,Copenhagen,63,PM2.5,15,0,18,35,214,29,0,0,0,0
60,Konya,154,PM2.5,11,11,53,87,84,28,0,0,0,0
61,Dhanbad,182,PM2.5,9,5,126,126,4193,30,0,40,0,0
62,Dallas,58,PM2.5,6,0,17,40,201,33,2,21,0,0
63,Ganzhou,97,PM2.5,28,3,33,51,929,10,0,0,0,0
64,Adelaide,58,PM2.5,15,0,16,49,51,25,0,0,0,0
65,Hai Phong,134,PM2.5,22,18,53,78,973,31,0,0,0,0
66,Mombasa,56,PM2.5,36,2,13,21,134,3,0,0,0,0
67,Jiaxing,69,PM2.5,8,4,23,60,786,39,0,0,0,0
68,Helsinki,60,PM2.5,13,1,15,29,263,24,0,0,1,0
69,Porto,85,PM2.5,11,6,28,28,504,33,0,0,0,0
70,Zhanjiang,115,PM2.5,60,2,43,48,645,10,0,0,0,0
71,Prague,69,PM2.5,4,1,21,42,376,53,16,32,1,0
72,Dongying,74,PM2.5,11,8,23,55,463,25,0,0,0,0
73,Mianyang Sichuan,77,PM2.5,29,1,22,48,405,46,4,18,0,0
74,Nanchong,105,PM2.5,12,1,43,59,665,19,0,0,0,0
75,Fushun Liaoning,105,PM2.5,12,1,43,59,665,19,0,0,0,0
76,Antalya,109,PM2.5,3,3,40,89,824,70,0,0,0,0
77,Bareilly,195,PM2.5,8,4,154,256,1043,33,6,23,3,0
78,Kazan,55,PM2.5,29,1,14,22,141,14,0,0,0,0
79,Ad-Dammam,55,PM2.5,29,1,14,22,141,14,0,0,0,0
80,Port Elizabeth,67,PM2.5,29,2,19,49,100,35,4,7,0,0
81,Ahvaz,25,O3,24,0,4,8,113,2,0,0,0,0
82,Florianopolis,65,PM2.5,43,1,22,34,117,24,0,0,0,0
83,Nizhniy Novgorod,74,PM2.5,29,3,22,53,145,29,0,0,0,0
84,Dublin,77,PM2.5,2,3,26,44,437,51,15,133,0,0
85,Maoming,39,PM2.5,13,0,10,10,258,11,12,5,0,0
86,San Luis Potosi,66,PM2.5,27,6,23,43,308,16,0,0,0,0
87,Mysore,83,PM2.5,13,4,30,110,396,32,6,21,0,0
88,Chelyabinsk,62,PM2.5,35,1,16,26,143,39,0,0,0,0
