,city,AQI,dominant_pollutant,O3,SO2,PM2.5,PM10,CO,NO2,NO,NOX,C6H6,NMHC
0,Budapest,102,PM2.5,3,1,41,51,366,38,0,51,1,0
1,Madurai,159,PM2.5,5,3,68,108,458,15,1,5,1,0
2,Quanzhou,60,O3,54,4,16,26,262,6,1,8,0,0
3,Palembang,75,PM2.5,21,0,23,38,189,22,0,0,0,0
4,Santa Cruz,58,PM2.5,2,0,13,60,422,43,8,22,0,80
5,Gaziantep,169,PM2.5,8,28,87,110,1492,49,0,0,0,0
6,Sharjah,123,PM2.5,22,5,45,69,232,52,0,0,0,0
7,Phoenix,69,PM2.5,22,0,16,79,227,37,3,0,0,0
8,Lyon,71,PM2.5,15,5,23,38,256,38,8,12,0,0
9,Meerut,180,PM2.5,9,3,94,167,990,46,5,26,1,0
10,Jiangmen,152,PM2.5,1,3,76,132,962,53,0,0,0,0
11,Can Tho,83,PM2.5,4,5,30,33,1032,25,0,0,0,0
12,Raipur,169,PM2.5,7,20,57,130,713,17,26,27,0,0
13,Glasgow,51,PM2.5,33,1,13,15,152,15,4,12,0,0
14,Stockholm,73,PM2.5,1,1,23,47,589,48,0,0,0,0
15,Auckland,36,PM2.5,16,1,9,34,62,14,0,0,0,0
16,Jamshedpur,175,PM2.5,9,29,111,159,1829,27,17,56,10,0
17,Yinchuan,127,PM2.5,2,1,47,101,1804,26,0,0,0,0
18,Jilin,74,PM2.5,15,3,21,32,633,14,0,0,0,0
19,Srinagar,106,PM2.5,22,1,26,52,460,9,3,18,5,0
20,Batam,49,PM2.5,40,3,10,14,160,8,0,0,0,0
21,Ulaanbaatar,335,PM2.5,6,91,258,258,546,34,0,0,0,0
22,Marseille,58,PM2.5,17,1,16,53,520,47,77,123,2,0
23,Makassar,39,PM2.5,24,2,10,15,338,4,0,0,0,0
24,Aurangabad,155,PM2.5,27,2,58,84,882,8,1,4,4,0
25,Philadelphia,78,PM2.5,11,1,25,34,97,20,5,13,0,0
26,Qiqihaer,99,PM2.5,8,32,36,67,552,20,0,0,0,0
27,Xining,37,O3,38,0,13,13,111,9,0,0,0,0
28,San Antonio,56,PM10,29,0,10,73,0,24,9,21,0,0
29,Calgary,67,PM2.5,4,0,17,40,796,59,81,127,0,0
30,Daejon,29,PM2.5,31,0,8,12,141,11,15,31,0,0
31,Monrovia,109,PM2.5,15,0,47,77,480,38,6,27,0,60
32,Tiruppur,94,PM2.5,14,3,38,55,443,11,7,28,0,0
33,Munich,29,PM2.5,4,0,6,11,366,20,32,0,1,0
34,Ciudad Juarez,126,O3,83,5,14,22,187,7,0,0,0,0
35,Kananga,34,PM2.5,29,1,8,31,107,16,0,0,0,0
36,Gwangju,154,PM2.5,6,3,63,77,878,28,0,0,0,0
37,Suqian,71,PM2.5,8,3,23,37,430,28,0,0,0,0
38,Yekaterinburg,53,PM2.5,33,1,12,27,125,28,0,0,0,0
39,Abu Dhabi,69,PM2.5,51,2,19,78,148,25,0,0,0,0
40,Jodhpur,151,PM2.5,22,2,61,188,445,25,6,26,2,0
41,Edmonton,79,PM2.5,11,0,26,92,691,42,14,42,2,36
42,Ranchi,159,PM2.5,19,15,71,102,631,28,0,0,0,0
43,Kathmandu,148,PM2.5,1,1,51,153,703,19,6,29,2,0
44,Jabalpur,154,PM2.5,25,9,41,94,533,14,1,15,0,0
45,Asansol,158,PM2.5,15,58,63,117,454,22,15,59,4,0
46,Kota,164,PM2.5,10,3,95,147,668,28,18,48,2,0
47,San Diego,69,PM2.5,20,0,22,53,231,33,4,25,0,0
48,Kharkiv,106,PM2.5,13,4,39,49,211,21,0,0,0,0
49,San Jose,72,PM2.5,12,0,23,27,400,26,7,22,0,60
50,Allahabad,155,PM2.5,2,5,74,86,867,35,3,27,74,0
51,Gwalior,126,PM2.5,3,5,49,80,772,3,6,7,2,0
52,Ottawa,37,PM2.5,32,0,8,22,142,16,0,0,0,0
53,Zurich,24,NO2,11,0,4,8,269,26,2,6,0,0
54,Belgrade,91,PM2.5,8,10,30,31,655,24,0,0,0,0
55,Amritsar,127,PM2.5,6,4,38,99,716,12,6,15,1,0
56,Joao Pessoa,53,PM2.5,21,0,13,23,97,1,0,0,0,0
57,Queretaro,90,PM2.5,68,9,27,84,1149,11,0,0,0,0
58,Taian Shandong,53,PM2.5,47,3,13,28,208,6,1,8,0,0
59,Copenhagen,59,PM2.5,26,0,12,30,243,14,4,1,0,0
60,Konya,72,PM2.5,14,13,17,19,85,6,0,0,0,0
61,Dhanbad,161,PM2.5,17,47,68,123,663,18,15,57,4,0
62,Dallas,54,PM2.5,24,0,14,48,103,19,2,6,0,0
63,Ganzhou,106,PM2.5,37,3,37,65,928,10,0,0,0,0
64,Adelaide,32,PM2.5,15,0,10,19,52,17,0,0,0,0
65,Hai Phong,103,PM2.5,23,14,40,47,510,17,0,0,0,0
66,Mombasa,53,PM2.5,16,1,13,22,120,1,0,0,0,0
67,Jiaxing,128,PM2.5,24,3,50,86,756,21,0,0,0,0
68,Helsinki,68,PM2.5,1,0,16,36,246,39,0,0,1,0
69,Porto,58,PM2.5,27,0,18,22,287,30,0,0,0,0
70,Zhanjiang,118,PM2.5,38,6,44,60,459,14,0,0,0,0
71,Prague,106,PM2.5,1,1,34,46,723,39,57,81,2,0
72,Dongying,96,PM2.5,4,9,39,66,932,32,0,0,0,0
73,Mianyang Sichuan,103,PM2.5,46,2,38,54,201,21,1,7,0,0
74,Nanchong,110,PM2.5,29,2,39,48,364,4,0,0,0,0
75,Fushun Liaoning,110,PM2.5,29,2,39,48,364,4,0,0,0,0
76,Antalya,78,PM2.5,22,3,23,31,335,32,0,0,0,0
77,Bareilly,164,PM2.5,5,3,90,152,902,23,7,26,6,0
78,Kazan,19,O3,27,1,3,4,136,2,0,0,0,0
79,Ad-Dammam,156,PM2.5,8,55,71,157,308,76,0,0,0,0
80,Port Elizabeth,66,PM10,13,2,13,128,286,20,5,9,0,0
81,Ahvaz,25,O3,32,0,5,9,108,3,0,0,0,0
82,Florianopolis,63,PM2.5,19,1,17,34,58,25,0,0,0,0
83,Nizhniy Novgorod,56,PM2.5,20,1,15,23,138,22,0,0,0,0
84,Dublin,64,PM2.5,32,0,17,19,122,20,42,77,0,0
85,Maoming,43,PM2.5,12,0,12,14,491,16,33,4,0,0
86,San Luis Potosi,70,O3,63,3,14,27,149,21,0,0,0,0
87,Mysore,121,PM2.5,9,3,41,84,434,13,3,12,1,0
88,Chelyabinsk,26,O3,30,1,3,5,135,4,0,0,0,0
89,Moradabad,168,PM2.5,4,2,90,136,964,39,4,20,8,0
90,Barquisimeto,38,O3,39,2,8,13,133,3,0,0,0,0
91,Durg-Bhilainagar,172,PM2.5,6,40,69,146,856,26,3,26,0,0
92,Suzhou,70,PM2.5,37,0,21,44,147,14,0,0,0,0
93,Maracay,43,PM2.5,33,6,10,17,190,7,0,0,0,0
94,Ruian,32,O3,36,0,4,8,262,2,0,0,1,0
95,Zhenjiang Jiangsu,168,PM2.5,26,4,87,139,680,49,0,0,0,0
96,Baoji,127,PM2.5,13,2,47,68,527,18,0,0,0,0
97,Bhubaneswar,107,PM2.5,19,6,38,54,374,6,0,0,0,0
98,Pingdingshan Henan,107,PM2.5,19,6,38,54,374,6,0,0,0,0
99,Mendoza,63,PM2.5,37,1,17,39,194,21,0,0,0,0
100,Chiang Mai,115,PM2.5,29,1,42,52,461,19,0,0,0,0
101,Tiruchirappalli,124,PM2.5,11,11,47,72,446,19,1,10,1,0
102,Huaibei,69,PM2.5,22,2,23,81,151,28,1,14,0,0
103,Jinhua,49,PM2.5,25,0,13,28,116,27,7,18,0,0
104,Chandigarh,158,PM2.5,9,7,70,150,571,42,8,31,4,0
105,Islamabad,162,PM2.5,4,2,68,68,1364,25,16,35,0,0
106,Amsterdam,58,PM2.5,26,1,15,30,152,23,1,0,0,0
107,Haifa,81,PM2.5,28,1,26,84,658,29,19,48,1,0
108,Guilin,125,PM2.5,52,8,46,67,501,11,0,0,0,0
109,Mexicali,70,PM2.5,16,0,19,68,419,22,21,19,0,0
110,Ufa,69,PM2.5,12,3,20,37,175,35,0,0,0,0
111,Rostov-on-Don,70,PM2.5,23,1,25,41,136,18,0,0,0,0
112,Hubli-Dharwad,129,PM2.5,20,1,50,107,379,19,7,24,0,0
113,Guwahati,153,PM2.5,5,7,49,69,419,1,4,6,0,0
114,Liupanshui,77,PM2.5,13,1,24,38,454,18,0,0,0,0
115,Quetta,60,PM2.5,29,1,17,26,363,8,0,0,0,0
116,Cologne,43,PM2.5,23,1,9,14,210,16,3,23,0,0
117,Aguascalientes,62,PM2.5,55,1,17,26,104,17,0,0,0,0
118,Binzhou,56,PM2.5,29,0,15,34,118,17,2,8,0,0
119,Salem,30,PM2.5,33,0,8,20,249,18,2,13,0,0
120,Saharanpur,159,PM2.5,12,3,77,151,523,31,5,30,4,0
121,Yerevan,202,PM2.5,10,7,168,353,1981,20,0,0,0,0
122,Tbilisi,84,PM2.5,16,1,26,50,437,13,0,0,0,0
123,Jalandhar,143,PM2.5,18,6,55,95,904,0,16,7,1,0
124,Lille,60,PM2.5,29,0,15,30,159,19,0,0,0,0
