,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Santo Domingo
18,Mashhad
19,Dakar
20,Port Harcourt
21,Pyongyang
22,Guatemala City
23,Ouagadougou
24,Lusaka
25,Port-au-Prince
26,Algiers
27,Mbuji-Mayi
28,Accra
29,Tashkent
30,Damascus
31,Beirut
32,Tunis
33,Mogadishu
34,Esfahan
35,Phnom Penh
36,Havana
37,Aleppo
38,Taizhou Zhejiang
39,Conakry
40,Linyi Shandong
41,Almaty
42,Panama City
43,Lome
44,Benin City
