,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Dar es Salaam
5,Khartoum
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Santo Domingo
18,Mashhad
19,Dakar
20,Port Harcourt
21,Pyongyang
22,Guatemala City
23,Ouagadougou
24,Lusaka
25,Port-au-Prince
26,Algiers
27,Bamako
28,Mbuji-Mayi
29,Accra
30,Tashkent
31,Brazzaville
32,Beirut
33,Tunis
34,Mogadishu
35,Esfahan
36,Phnom Penh
37,Havana
38,Aleppo
39,Taizhou Zhejiang
40,Conakry
41,Linyi Shandong
42,Almaty
43,Panama City
44,Lome
45,Davao City
46,Benin City
