,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Khartoum
7,Yangon
8,Abidjan
9,Kabul
10,Yaounde
11,Kano
12,Medellin
13,Douala
14,Ibadan
15,Antananarivo
16,Abuja
17,Asuncion
18,Santo Domingo
19,Wuxi
20,Mashhad
21,Dakar
22,Port Harcourt
23,Pyongyang
24,Guatemala City
25,Ouagadougou
26,Lusaka
27,Port-au-Prince
28,Algiers
29,Bamako
30,Accra
31,Tashkent
32,Brazzaville
33,Damascus
34,Beirut
35,Tunis
36,Mogadishu
37,Esfahan
38,Phnom Penh
39,Havana
40,Aleppo
41,Taizhou Zhejiang
42,Conakry
43,Linyi Shandong
44,Almaty
45,Panama City
46,Lome
47,Benin City
