,URL
0,Kinshasa
1,Lagos
2,Tehran
3,Luanda
4,Baghdad
5,Dar es Salaam
6,Yangon
7,Abidjan
8,Kabul
9,Yaounde
10,Kano
11,Douala
12,Ibadan
13,Antananarivo
14,Kumasi
15,Abuja
16,Asuncion
17,Mashhad
18,Dakar
19,Port Harcourt
20,Pyongyang
21,Guatemala City
22,Ouagadougou
23,Lusaka
24,Port-au-Prince
25,Algiers
26,Bamako
27,Mbuji-Mayi
28,Accra
29,Tashkent
30,Brazzaville
31,Damascus
32,Beirut
33,Tunis
34,Mogadishu
35,Esfahan
36,Phnom Penh
37,Havana
38,Taizhou Zhejiang
39,Conakry
40,Linyi Shandong
41,Almaty
42,Panama City
43,Lome
44,Benin City
