,URL
0,Mosul
1,Novosibirsk
2,Tabriz
3,Muscat
4,Harare
5,Tegucigalpa
6,Onitsha
7,N-Djamena
8,Mandalay
9,Basra
10,Taizhou Jiangsu
11,Nouakchott
12,Homs
13,Cochabamba
14,Niamey
15,Kisangani
16,Pointe-Noire
17,Freetown
18,Astana
19,Uyo
20,Mwanza
21,Omsk
22,Lilongwe
23,Nanyang Henan
24,Kigali
25,Tripoli
26,Guilin
27,Krasnoyarsk
28,Kaduna
29,Bukavu
30,Abomey-Calavi
31,Maputo
32,Aba
33,Nnewi
34,San Salvador
35,Shimkent
36,Bujumbura
37,Managua
38,Bishkek
39,Kermanshah
40,Hargeysa
41,Bobo-Dioulasso
42,Aden
43,Asmara
44,Sekondi Takoradi
45,Ikorodu
46,Ilorin
47,Tshikapa
48,Nyala
