,URL
0,Montevideo
1,Mosul
2,Novosibirsk
3,Tabriz
4,Muscat
5,Onitsha
6,N-Djamena
7,Mandalay
8,Basra
9,Taizhou Jiangsu
10,Nouakchott
11,Homs
12,Cochabamba
13,Niamey
14,Kisangani
15,Pointe-Noire
16,Freetown
17,Astana
18,Uyo
19,Mwanza
20,Omsk
21,Lilongwe
22,Nanyang Henan
23,Kigali
24,Tripoli
25,Krasnoyarsk
26,Kaduna
27,Bukavu
28,Maputo
29,San Salvador
30,Shimkent
31,Bujumbura
32,Managua
33,Bishkek
34,Hargeysa
35,Asmara
36,Blantyre-Limbe
37,Dushanbe
38,Misratah
39,Bangui
40,Owerri
41,Nampula
42,Lubango
43,Ashgabat
44,Libreville
45,Banghazi
46,Quebec City
